about_project,address,benefits,city,contract_type,development_opportunities,employer,expected_requirements,expected_technologies,expiration_date,job_title,max_salary,min_salary,optional_requirements,optional_technologies,position_level,price_unit,responsibilities,scraping_datetime,source,specialization,url,what_they_offer,work_mode,work_schedule,clickable_job_title
None,None,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of foreign language classes', 'sharing the costs of professional training & courses', 'life insurance', 'remote work opportunities', 'flexible working time', 'fruits', 'integration events', 'no dress code', 'drinks', 'parking space for employees']","Kraków, małopolskie",mandate,"['branżowe platformy e-learningowe', 'czas na rozwój Twoich pomysłów', 'konferencje w Polsce', 'konferencje zagraniczne', 'mentoring', 'przestrzeń do eksperymentowania', 'szkolenia wewnątrzfirmowe', 'szkolenia zewnętrzne', 'treningi umiejętności miękkich', 'wsparcie merytoryczne od liderów technologicznych', 'wspieramy wydarzenia dla IT']",Apius Technologies SA,"['Student jednego z kierunków: cyberbezpieczeństwo, informatyka, telekomunikacja.\xa0', 'Dostępność do pracy w pełnym wymiarze godzin od lipca do września.\xa0', 'Znajomość jednej z usług katalogowych takich jak: LDAP, Microsoft AD/AAD/Entra, AWS IAM, Google Cloud IAM.\xa0', 'Znajomość języka angielskiego na poziomie umożliwiającym swobodną komunikację.\xa0', 'Znajomość metod uwierzytelniania oraz doświadczenie w pracy z systemami Linux/Windows.\xa0', 'Analityczne podejście do rozwiązywania problemów.\xa0']",['IAM'],30-03-2024,PAM/IAM/GRC Security Intern,5800,5600,"['Wiedza dotycząca rozwiązań klasy PAM/IAM/GRC.', 'Doświadczenie w pracy z rozwiązaniami MFA/SSO.', 'Wiedza na temat protokołów REST API, JSON, OAuth, SAML.', 'Umiejętność pisania skryptów w języku Python, Java, PowerShell.']","['ERP', 'Linux']","praktykant / stażysta, asystent",gross / mth.,"['Zaangażowanie w prace utrzymaniowe oraz projektowe w ramach rozwiązań klasy PAM (privileged access management), IAM (identity access management oraz GRC (governance, risk management and compliance) wiodących rozwiązań na rynku.\xa0', 'Analiza i replikacja wybranych problemów klientów celem ich eskalacji do zespołu wsparcia technicznego producenta.\xa0', 'Udział w przygotowaniu środowisk testowych dla klientów firmy.\xa0', 'Tworzenie dokumentacji projektowej HLD/LLD.\xa0']",27/03/2024 18:15:11,pracuj.pl,Security,"https://www.pracuj.pl/praca/pam-iam-grc-security-intern-krakow-stanislawa-moniuszki-50,oferta,1003183328","['3-miesięczne praktyki (lipiec-wrzesień) z możliwością przedłużenia współpracy na stałe (w\u202fniepełnym wymiarze godzin również).', '35 zł brutto/h w oparciu o umowę zlecenie.', 'Elastyczne godziny pracy.', 'Pracę w trybie hybrydowym.', 'Opieka doświadczonego mentora.', 'Realny wpływ na sposób realizacji powierzonych zadań.', 'Współfinansowanie karty sportowej.', 'Pyszną kawę i szafkę pełną słodyczy.']","praca stacjonarna, praca hybrydowa","pełny etat, część etatu","<a target=""_blank"" href=""https://www.pracuj.pl/praca/pam-iam-grc-security-intern-krakow-stanislawa-moniuszki-50,oferta,1003183328"">PAM/IAM/GRC Security Intern</a>"
None,Warszawa,[],"Warszawa, mazowieckie","employment, mandate, B2B",[],ORNSSON SOLUTIONS,"['Znajomość pakietu MS Office na poziomie zaawansowanym', 'Doświadczenie w pracy z MS Excel oraz Power BI', 'Znajomość języka angielskiego na poziomie min. B2', 'Bardzo dobra organizacja pracy oraz samodzielność', 'Inicjatywa w działaniu', 'Dostępność w pełnym wymiarze godzin,', 'Wysokie umiejętności komunikacyjne,']",[],19-04-2024,Junior Digital Consultant,None,None,[],[],młodszy specjalista (Junior),None,"['Koordynacja procesu zbierania wymagań procesów biznesowych', 'Kontakt z zewnętrznym dostawcą', 'Koordynacja prac związanych z wdrożeniem produkcyjnym rozwiązań systemowych dotyczących systemu CRM i bazami danych', 'Przekazywanie zadań do testów przed wdrożeniem produkcyjnym', 'Przeprowadzanie integracji między systemami niezbędnymi do zachowania ciągłości procesu', 'Obsługa zapytań od użytkowników na temat działania podległych systemów i procesów i zidentyfikowanych błędów', 'Utrzymywanie raportów wspierających administrację systemu.', 'Administracja procesem zamówień - rozliczanie usługi utrzymania systemu,', 'Wprowadzanie niezbędnych zabezpieczeń do systemów zgodnie z zaleceniami', 'Administracja systemem rejestracji Użytkowników i Konsumentów', 'Administracja systemem do zarządzania komunikacją CRM', 'Sprawdzanie poprawności i ciągłości danych w systemie', 'Działania bieżące w celu zwiększenia efektywności istniejących już procesów']",27/03/2024 18:15:12,pracuj.pl,None,"https://www.pracuj.pl/praca/junior-digital-consultant-warszawa,oferta,1003228542","['Dowolną formę zatrudnienia,', 'Hybrydowy model pracy,', 'Prywatną opiekę zdrowotną,', 'Multikafeterię,', 'Pracę w szybko rozwijającej się organizacji,', 'Szerokie możliwości rozwoju w ramach Spółki lub całej Grupy Kapitałowej.']",praca hybrydowa,pełny etat,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/junior-digital-consultant-warszawa,oferta,1003228542"">Junior Digital Consultant</a>"
"As a Regular Cybernetics Engineer, you will be a part of the Autonomous Navigation team contributing to robust collision avoidance algorithms, both as advisory for international shipping and in fully autonomous short sea shipping.",None,"['sharing the costs of sports activities', 'private medical care', 'life insurance', 'flexible working time', 'extra social benefits', 'sharing the costs of tickets to the movies, theater', 'employee referral program', 'mobile phone available for private use', 'co-financing of lunches', 'benefit platform', 'opportunity to purchase Kongsberg Gruppen stocks with a 25%', 'Norwegian language lessons in the office']","Szczecin, West Pomeranian",employment,[],Rekrutacja 360 - Pracuj.pl,"['Engineering degree in cybernetics or similar with relevant specialization', 'Experience with one or more of the following:', 'collision avoidance algorithms', 'Model Predictive Control', 'C++ programming', 'Good oral and written communication skills in English']",['C++'],19-04-2024,Cybernetics Developer,12000,8500,"['Python programming', 'Machine learning', 'GPU programming']",['Python'],"specialist (Mid / Regular), junior specialist (Junior)",gross / mth.,"['Contribute in development of collision avoidance algorithms and delivery of projects', 'Keep updated on new developments within the field of cybernetics and control theory applied to collision avoidance', 'Implementing mathematical algorithms', 'Object oriented programming']",27/03/2024 18:15:12,pracuj.pl,None,"https://www.pracuj.pl/praca/cybernetics-developer-szczecin-ksiecia-ziemowita-10d,oferta,1003228538","['An exciting and important position working for the world-leading supplier of maritime solutions', 'International work environment and multidisciplinary team collaboration', 'Professional development and career opportunities', 'Competitive terms including attractive insurance policies and pension schemes', 'We offer hybrid working arrangement', 'A high level of flexibility']","full office work, hybrid work",full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/cybernetics-developer-szczecin-ksiecia-ziemowita-10d,oferta,1003228538"">Cybernetics Developer</a>"
Najważniejszym elementem poprawnego funkcjonowania firmy klienta jest zapewnienie możliwie jak największej niezawodności i przejrzystości aplikacji opartej na relacyjnych bazach danych.,Rybnik,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of professional training & courses', 'life insurance', 'fruits', 'corporate products and services at discounted prices', 'integration events']","Rybnik, śląskie",employment,"['branżowe platformy e-learningowe', 'budżet rozwojowy', 'mentoring', 'szkolenia wewnątrzfirmowe', 'szkolenia zewnętrzne', 'wymiana wiedzy technicznej w firmie']",CPL Jobs .,"['Dobra znajomość relacyjnych baz danych', 'Praktyczna umiejętność tworzenia zapytań SQL (T-SQL)', 'Bardzo dobra znajomość Windows Server w zakresie administracji systemem']","['SQL', 'T-SQL', 'Windows Server']",11-04-2024,Specjalista ds. utrzymania aplikacji | SQL,13000,9000,[],[],"specjalista (Mid / Regular), młodszy specjalista (Junior)",gross / mth.,"['Monitorowanie i reagowanie na awarie baz danych', 'Utrzymanie i optymalizacja baz danych', ""Zarządzanie bazami danych i backup'y"", 'Testowanie i diagnoza problemów związanych z bazami danych i aplikacjami']",27/03/2024 18:15:13,pracuj.pl,"Helpdesk, IT admin","https://www.pracuj.pl/praca/specjalista-ds-utrzymania-aplikacji-sql-rybnik,oferta,1003211320","['Wysokość wynagrodzenia uzależniona jest od wiedzy technicznej i umiejętności kandydata', 'Przyjazna atmosfera w młodym zespole', 'Możliwość dalszego rozwoju', 'Laptop służbowy']",praca stacjonarna,pełny etat,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/specjalista-ds-utrzymania-aplikacji-sql-rybnik,oferta,1003211320"">Specjalista ds. utrzymania aplikacji | SQL</a>"
None,None,"['private medical care', 'sharing the costs of foreign language classes', 'sharing the costs of professional training & courses', 'life insurance', 'flexible working time', 'integration events', 'preferencyjne pożyczki', 'no dress code', 'coffee / tea', 'parking space for employees', 'extra social benefits', 'holiday funds', 'dofinansowanie wakacji dzieci', 'christmas gifts', 'birthday celebration']","Kęty, małopolskie",employment,"['budżet rozwojowy', 'czas na rozwój Twoich pomysłów', 'konferencje w Polsce', 'mentoring', 'przestrzeń do eksperymentowania', 'szkolenia wewnątrzfirmowe', 'szkolenia zewnętrzne', 'wsparcie merytoryczne od liderów technologicznych', 'wymiana wiedzy technicznej w firmie']",Alumetal S.A.,"['wykształcenie wyższe techniczne (profil informatyczny lub pokrewny);', 'obowiązkowe jest cenne doświadczenie w pracy z infrastrukturą technologii IT Cloud - najlepiej z Azure;', 'znajomość dobrych praktyk w obszarze rozwiązań hybrydowych;', 'praktyczne doświadczenie w konfiguracji infrastruktury Microsoft Azure (najlepiej w obsłudze);', 'dobra umiejętność pisania skryptów w języku skryptowym (najlepiej Powershell);', 'biegła znajomość języka angielskiego;', 'umiejętność analitycznego myślenia;', 'umiejętność pracy w międzynarodowym zespole;', 'nastawienie zorientowane na wynik;', 'silne zdolności rozwiązywania problemów.']","['Active Directory', 'Microsoft Azure', 'PowerShell', 'Windows Server']",11-04-2024,Specjalista ds. Usług Chmurowych Microsoft,None,None,[],[],"specjalista (Mid / Regular), starszy specjalista (Senior)",None,"['definiowanie i doskonalenie standardów i procesów operacyjnych platformy chmurowej;', 'automatyzacja istniejących procesów;', 'zarządzanie platformą chmurową;', 'doradztwo techniczne z użytkownikami biznesowymi w chmurze;', 'migracja rozwiązań on-premise (AD, FS) na platformę Microsoft 365.']",27/03/2024 18:15:13,pracuj.pl,"Architecture, DevOps, IT admin, Security","https://www.pracuj.pl/praca/specjalista-ds-uslug-chmurowych-microsoft-kety-tadeusza-kosciuszki-111,oferta,1003211321","['narzędzia pracy (laptop, telefon komórkowy)', 'dofinansowanie do prywatnej opieki medycznej', 'Świadczenia finansowane z Zakładowego Funduszu Świadczeń Socjalnych (bony świąteczne, paczki mikołajkowe dla dzieci', 'dofinansowanie wypoczynku pracownika oraz dzieci)', 'możliwość przystąpienia do ubezpieczenia grupowego na preferencyjnych warunkach', 'możliwość przystąpienia do Pracowniczej Kasy zapomogowo-pożyczkowej i korzystania z nieoprocentowanych pożyczek', 'bezpłatny kurs języka angielskiego', 'szkolenia podnoszące kwalifikacje zawodowe', 'konkursy plastyczne dla dzieci z atrakcyjnymi nagrodami', 'realne możliwości awansu poprzez udział w rekrutacjach wewnętrznych', 'przyjazna atmosfera w pracy', 'spotkania integracyjne']",praca stacjonarna,pełny etat,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/specjalista-ds-uslug-chmurowych-microsoft-kety-tadeusza-kosciuszki-111,oferta,1003211321"">Specjalista ds. Usług Chmurowych Microsoft</a>"
"The team is working on Cloud solutions focusing on user interface, logic and client side applications. Together with frontend design and development we are engaged in logic development with growing scope of responsibilities. Our products are related to no-code development, data acquisition, automation of development processes and integration of well-known stable solutions.",None,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of foreign language classes', 'life insurance', 'corporate products and services at discounted prices', 'integration events', 'dental care', 'no dress code', 'leisure zone', 'pre-paid cards', 'redeployment package', 'baby layette', 'employee referral program', 'charity initiatives', 'unlimited free access to Copernicus Science Center', 'mentoring program', 'psychological support', 'possibility to test new Samsung products', 'work in Korea as a part of our Mobility Program']","Warszawa, Masovian",employment,[],Samsung R&D Institute Poland,"['(Essential) Very good Python knowledge proven with professional experience (min 2 years)', '(Essential) Very good Go knowledge proven with professional experience (min 1 year)', 'Experience with Python web development', '(Essential) Software development skills (version control, testing, debugging)', 'Analytical and logical mind set (algorithmic problem solving)', 'Communicative spoken and written English']","['Go', 'Python', 'AWS', 'Jira', 'Confluence', 'Figma']",08-04-2024,Software Engineer with Go and Python,None,None,"['Web background - JS, TS and vue.js knowledge and skills', 'CI development', 'Data analysis and visualization', 'Automatic Test writing', 'Architecture design knowledge']",[],specialist (Mid / Regular),None,"['Development and maintenance of internal systems and tools', 'Development of apps for analyzing web pages', 'Assure software quality according to project requirements', 'Proposing solutions for continuously developed products and faced problems', 'Developing scripts for image recognition and text interpretation', 'Focus on product goals']",27/03/2024 18:15:14,pracuj.pl,Backend,"https://www.pracuj.pl/praca/software-engineer-with-go-and-python-warszawa-plac-europejski-1,oferta,1003171945","['Friendly working atmosphere', 'Wide range of trainings and a huge support in developing algorithmic skills', 'Opportunity to work in multiple projects', 'Multidisciplinary team (UX, UI, devops, web devs, Python/Go devs)', 'Working with the latest technologies on the market', 'Possibility to attend local and foreign conferences', 'Flexible working hours', 'Hybrid model (3 days from the office per week)']",hybrid work,full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/software-engineer-with-go-and-python-warszawa-plac-europejski-1,oferta,1003171945"">Software Engineer with Go and Python</a>"
Join our team for the SAGE project in Traded Risk division. Be part of Risk 2025's strategic initiative to deliver a cutting-edge aggregation platform for risk managers. Work involves critical architectural enhancements in both cloud and on-prem hybrid environments. Join us in fulfilling PRA commitments and shaping the future of risk management. The new engineering team in Krakow will be responsible,Kraków,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of foreign language classes', 'sharing the costs of professional training & courses', 'life insurance', 'remote work opportunities', 'flexible working time', 'integration events', 'no dress code', 'coffee / tea', 'drinks', 'leisure zone', 'employee referral program']","Kraków, Lesser Poland",B2B,"['external training', 'industry-specific e-learning platforms', 'intracompany training', 'space for experimenting', 'substantive support from technological leaders', 'technical knowledge exchange within the company', 'time for development of your ideas']",Mindbox S.A.,"['Rich and hands on experience in big data system solution design and development, a sound appreciation of the full development life cycle, including release management, experience of work in Agile methodology', 'Experience in developing distributed Applications prefereably in a Spark environment', 'Experience in using public cloud such as GCP', 'Strong problem solving skills, able to work independently and under pressure against multiple deadlines.', 'Enthusiastic and self-motivated with excellent time management skills and strong initiative to work as part of a team. Able to work with business and technology clients to identify/define the business requirements and suggest practical solutions', 'Solid knowledge of software testing, hands on experience of delivering different types of testing automation with proper technology such as Junit, Cucumber, Karate, Rest Assured,Pact.', 'Hands on DevOps tooling experience such as Jenkins, Ansible', 'Knowledge of Financial Risk management in banking or financial industry', 'Knowledge specific to the Traded Risk domain', 'Experience of UI or BI development', 'Experience on streaming solution build and distributed computation solution build.', 'Java 11+, Groovy, Python 3.7+', 'Spark with Scala/Java/Python', 'Cloud Service Providers: GCP/AWS', 'Solid knowledge of Spring framework: Spring boot, Spring Batch, Spring Cloud, Spring', 'Cloud Gateway, Eureka', 'Apache Airflow', 'Familiar operation of Unix/Linux, Git and Maven is essential', 'Experience of using RDBMS such as PostgreSQL']","['Jenkins', 'Ansible', 'Java', 'Groovy', 'Python', 'Scala', 'Spring boot', 'Spring Batch', 'Spring Cloud', 'Spring Cloud Gateway', 'Eureka', 'Apache Airflow']",11-04-2024,Big Data Engineer,33000,28000,[],"['Junit', 'Cucumber', 'Karate', 'Rest Assured', 'Pact', 'Unix', 'Linux', 'Git', 'Maven', 'PostgreSQL']",specialist (Mid / Regular),gross / mth.,"['Analyze, design, develop, test, deploy IT systems to achieve business goal.', 'Work closely with business, BA, vendor and up/down stream IT teams on requirement analysis and solution design.', 'Work closely with Risk Analytics team on analytics library design and integration.', 'Adopt DevOps and Agile principles.', 'Ensure test-driven development and close collaboration with team members in London, Poland and China', 'Support the platform database: incident resolution, monitoring, problem management.', 'Investigate, research and provide professional insight for delivering technology solutions and overcome blockers.', 'Maintain IT systems in production.', 'Provide production support.', 'Maintain good quality of the delivery for functional and non-functional.']",27/03/2024 18:15:15,pracuj.pl,Big Data / Data Science,"https://www.pracuj.pl/praca/big-data-engineer-krakow,oferta,1003211325","['We are open to the employment form according to your preferences', 'Work with experienced and engaged team, willing to learn, share knowledge and open for growth and new ideas', 'Hybrid working system', 'Mindbox is a dynamically growing IT company, but still not a large one – everybody can have a real impact on where we are going next', 'We invest in developing skills and abilities of our employees', 'We have attractive benefits and provide all the tools required for work', 'Private medical care (Interpolska), Health insurance (Warta), Multisport']",hybrid work,full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/big-data-engineer-krakow,oferta,1003211325"">Big Data Engineer</a>"
"Dołącz do naszego zespołu, który wdraża u klientów systemy Macrologic ERP. Jeśli jesteś ukierunkowany na rozwój w branży IT, znasz podstawy programowania i dobrze czujesz się w pracy z klientem, aplikuj. W czasie kilkumiesięcznego okresu adaptacyjnego zdobędziesz wymaganą wiedzę i umiejętności pod okiem doświadczonego Mentora. Nowych pracowników uczymy tworzenia i modyfikacji aplikacji biznesowych Macrologic ERP w autorskiej technologii MacroBASE.",None,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of foreign language classes', 'sharing the costs of professional training & courses', 'life insurance', 'fruits', 'integration events', 'corporate sports team', 'no dress code', 'coffee / tea', 'pre-paid cards', 'holiday funds', 'dofinansowanie wakacji dzieci', 'christmas gifts', 'charity initiatives', 'Przyczepy kempingowe (Włochy/Chorwacja)']","Warszawa, mazowieckie",employment,[],Asseco Business Solutions S.A.,"['Umiejętność programowania w dowolnym języku (np. Java, C++)', 'Znajomość zasad działania relacyjnych baz danych i umiejętność tworzenia zapytań w języku SQL', 'Otwartość na poznawanie nowych narzędzi programistycznych', 'Umiejętność konfiguracji REST API lub SOAP', 'Komunikatywność i łatwość w nawiązywaniu kontaktów interpersonalnych', 'Wykształcenie wyższe ekonomiczne lub informatyczne']",['SQL'],26-04-2024,Młodszy specjalista ds. wdrożeń ERP,None,None,"['Znajomość systemów klasy ERP wspomagających zarządzanie przedsiębiorstwem\u200b', 'Wiedzę związaną z procesami kadrowo-płacowymi lub finansowo-księgowymi']","['Java', 'C++']",młodszy specjalista (Junior),None,"['Modyfikowanie i parametryzacja \u200b systemów Macrologic ERP', 'Tworzenie interfejsów API', 'Tworzenie raportów w systemach ERP', 'Testowanie wytworzonych rozwiązań', 'Wsparcie użytkowników systemu', 'Prowadzenie szkoleń dla użytkowników systemu\u200b', 'Opracowywanie dokumentacji projektowej\u200b']",27/03/2024 18:15:15,pracuj.pl,SAP&ERP,"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wdrozen-erp-warszawa-adama-branickiego-13,oferta,1003242629","['Stabilność i długofalowe zatrudnienie – jesteśmy solidną firmą o ugruntowanej pozycji na rynku. Wszyscy nasi pracownicy są zatrudniani w oparciu o Umowę o pracę. Proponujemy także współpracę w ramach B2B.', 'Zależy nam na Twoim zdrowiu i bezpieczeństwie – możesz skorzystać ze specjalnych pakietów ubezpieczeń na życie i prywatnej opieki medycznej.', 'Wierzymy, że w zdrowym ciele zdrowy duch – wspieramy aktywność fizyczną poprzez dostęp do kart FitProfit oraz firmowe drużyny sportowe.', 'Nasza firma to ludzie – ich pasje, plany, rozwój i potrzeby - organizujemy kursy językowe, szkolenia z kompetencji miękkich oraz dofinansowujemy inne formy zdobywania wiedzy.', 'Wiemy jak ważny jest work-life balance – oferujemy dofinansowanie wakacji dla Ciebie oraz Twoich dzieci. Możesz także skorzystać z firmowych przyczep kempingowych zlokalizowanych we Włoszech i w Chorwacji.', 'Dbamy o nasze relacje poza godzinami pracy – organizujemy spotkania integracyjne oraz pikniki rodzinne.', 'Dajemy Ci komfort – w naszych biurach każdy ma swoją przestrzeń, pracujemy z zespołem w wydzielonych pokojach, a jeśli potrzebujesz chwili odpoczynku możesz skorzystać z naszego chill room’u.', 'Pomagamy i chętnie angażujemy się w akcje charytatywne - wydarzenia sportowe, zbiórki świąteczne dla dzieci i dorosłych oraz pomoc schroniskom.']","praca stacjonarna, praca hybrydowa",pełny etat,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/mlodszy-specjalista-ds-wdrozen-erp-warszawa-adama-branickiego-13,oferta,1003242629"">Młodszy specjalista ds. wdrożeń ERP</a>"
Rynek płatności mobilnych.,None,[],"Warszawa, mazowieckie","employment, B2B",['wymiana wiedzy technicznej w firmie'],TELEAUDIO DWA Spółka z ograniczoną odpowiedzialnością Spółka Komandytowa,"['Dobra znajomość funkcjonowania sieci komputerowych LAN/WAN', 'Doświadczenie w konfiguracji dedykowanych rozwiązań sieciowych (switche, routery) w tym Fortigate', 'Język angielski w stopniu umożliwiającym czytanie dokumentacji technicznej']","['LAN', 'WAN', 'HP', 'Fortigate', 'Unifi']",19-04-2024,Administrator sieci i systemów Linux,None,None,"['Znajomość konfiguracji DNS, DHCP, SMTP', 'Znajomość konfiguracji IPSEC/OpenVPN', 'Znajomość szeroko rozumianych zagadnień związanych z sieciami IP', 'Znajomość zagadnień związanych z filtrowaniem ruchu', 'Znajomość BGP', 'Znajomość systemów Linux (preferowany Debian/Ubuntu)', 'Znajomość zagadnień związanych z wysoką wydajnością (LVS, HAProxy, Linux-HA,Keepalived)', 'Obsługa serwisów o dużym obciążeniu (Varnish, Nginx)', 'Znajomość środowiska budowanego w oparciu o cienkiego klienta (PXE)', 'Doświadczenie w wirtualizacji VMWare', 'Znajomość Nomad, Consul']","['Varnish', 'Nginx', 'VMware']","specjalista (Mid / Regular), starszy specjalista (Senior)",None,"['Administracja sieciami LAN/WAN', 'Administracja serwerami Linux', 'Administracja urządzeniami sieciowymi HP, Fortigate, Unifi']",27/03/2024 18:15:16,pracuj.pl,None,"https://www.pracuj.pl/praca/administrator-sieci-i-systemow-linux-warszawa-aleja-stanow-zjednoczonych-61,oferta,1003227862","['Stabilną i ciekawą pracę w dynamicznie rozwijającej się firmie', 'Elastyczne warunki zatrudnienia', 'Samodzielną pracę w młodym dynamicznym zespole', 'Pakiet opieki medycznej', 'Udział w projektach medialnych unikalnych na rynku', 'Dostęp do najnowszych technologii', 'Miłą atmosferę pracy']",praca stacjonarna,pełny etat,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/administrator-sieci-i-systemow-linux-warszawa-aleja-stanow-zjednoczonych-61,oferta,1003227862"">Administrator sieci i systemów Linux</a>"
None,None,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of foreign language classes', 'sharing the costs of professional training & courses', 'life insurance', 'remote work opportunities', 'flexible working time', 'fruits', 'integration events', 'no dress code', 'coffee / tea', 'drinks', 'parking space for employees', 'employee referral program']","Warszawa, mazowieckie",mandate,"['czas na rozwój Twoich pomysłów', 'konferencje w Polsce', 'konferencje zagraniczne', 'mentoring', 'przestrzeń do eksperymentowania', 'szkolenia wewnątrzfirmowe', 'szkolenia zewnętrzne', 'treningi umiejętności miękkich', 'wsparcie merytoryczne od liderów technologicznych', 'wspieramy wydarzenia dla IT', 'wymiana wiedzy technicznej w firmie']",Apius Technologies SA,"['Student jednego z kierunków: cyberbezpieczeństwo, informatyka, telekomunikacja, elektronika.\xa0', 'Dostępność do pracy w pełnym wymiarze godzin od lipca do września.\xa0', 'Rozumienie sposobu działania sieci teleinformatycznych oraz znajomość podstawowych protokołów dla poszczególnych warstw modelu ISO/OSI.\xa0', 'Rozumienie zagadnień z obszaru bezpieczeństwa systemów teleinformatycznych.\xa0', 'Znajomość języka angielskiego na poziomie umożliwiającym zrozumienie dokumentacji technicznej.\xa0']",['Network'],30-03-2024,Network Security Intern,5800,5600,"['Uczestnictwo w Cisco Networking Academy Program.', 'Doświadczenie w tworzeniu sieci (np. domowej lub w ramach projektów uczelnianych).']","['Cisco', 'Palo Alto', 'Check Point']","praktykant / stażysta, asystent",gross / mth.,"['Opracowywanie i implementacja konfiguracji testowych dla rozwiązań z obszaru bezpieczeństwa sieciowego.', 'Aktywne uczestnictwo w przygotowywaniu sprzętu oraz infrastruktury do procesów wdrożeniowych.', 'Budowanie kompetencji z obszaru sieci i bezpieczeństwa sieci, skupiając się szczególnie na technologiach tj. Palo Alto, Check Point, Cisco, Juniper.', 'Wsparcie zespołu w rozwiązywaniu zgłoszeń serwisowych.', 'Tworzenie dokumentacji wdrożeniowej oraz serwisowej.']",27/03/2024 18:15:17,pracuj.pl,Security,"https://www.pracuj.pl/praca/network-security-intern-warszawa-aleje-jerozolimskie-181-a,oferta,1003183367","['3-miesięczne praktyki (lipiec-wrzesień) z możliwością przedłużenia współpracy na stałe (w\u202fniepełnym wymiarze godzin również).', '35 zł brutto/h w oparciu o umowę zlecenie.', 'Opieka doświadczonego mentora.', 'Elastyczne godziny pracy.', 'Pracę w trybie hybrydowym.', 'Realny wpływ na sposób realizacji powierzonych zadań.', 'Współfinansowanie karty sportowej.', 'Pyszną kawę i szafkę pełną słodyczy.']","praca stacjonarna, praca hybrydowa",None,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/network-security-intern-warszawa-aleje-jerozolimskie-181-a,oferta,1003183367"">Network Security Intern</a>"
Obecnie poszukujemy: Programisty Java,None,[],"Poznań, wielkopolskie","employment, B2B","['konferencje w Polsce', 'szkolenia wewnątrzfirmowe', 'szkolenia zewnętrzne']",Apilia Marciniak-Parchimowicz Sp. J.,"['Doświadczenie w programowaniu w Java 11 – 21', 'Znajomość Spring Framework i Hibernate', 'Praktyczna znajomość PostgreSQL', 'Doświadczenie w tworzeniu testów jednostkowych (JUnit)', 'Znajomość systemów kontroli wersji, takich jak GitLab CI/CD Pipelines', 'Znajomość narzędzi do analizy kodu, np. Sonarqube', 'Znajomość platformy Openshift oraz Jenkins', 'Znajomość Consul oraz Vault', 'Doświadczenie w implementacji Web Services, w tym REST']","['Java', 'Spring Framework', 'Hibernate', 'PostgreSQL', 'JUnit', 'GitLab', 'OpenShift', 'Jenkins', 'Consul', 'Vault']",19-04-2024,Programista Java,None,None,"['Znajomość MongoDB, RabbitMQ oraz Kafka', 'Doświadczenie z frameworkiem testowym Spock', 'Znajomość APIGW/APIGEE', 'Doświadczenie w implementacji Web Services, w tym SOAP']","['Sonarqube', 'MongoDB', 'RabbitMQ', 'Kafka', 'Spock']",specjalista (Mid / Regular),None,['Osoba na tym stanowisku będzie odpowiedzialna za rozwój architektury mikroserwisowej oraz usprawnienie komunikacji między systemami backendowymi'],27/03/2024 18:15:17,pracuj.pl,Backend,"https://www.pracuj.pl/praca/programista-java-poznan-klosowa-27,oferta,1003228565","['Przyjazną i nieformalną atmosferę pracy', 'Elastyczne godziny pracy', 'Wsparcie przy wykonaniu powierzonych zadań', 'Komfortowe warunki pracy', 'Kartę MultiSport', 'LuxMed', 'Grupowe Ubezpieczenie na życie', 'Wybraną formę zatrudnienia', 'Wyjazdy oraz spotkania integracyjne (narty, deski, quady, kolacje)', 'Najlepszą pizzę w biurze, robioną przez samego Szefa :)', 'Turnieje Fify', 'Zgrany zespół, który zawsze jest do Twojej dyspozycji i z chęcią Ci pomoże', 'Udział w szkoleniach, konferencjach']",praca hybrydowa,pełny etat,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/programista-java-poznan-klosowa-27,oferta,1003228565"">Programista Java</a>"
